symbol,date,price
FND43092.NZ,2023-04-28,1.0
FND43092.NZ,2023-05-01,0.9956
FND43092.NZ,2023-05-02,1.001
FND43092.NZ,2023-05-03,1.0033
FND43092.NZ,2023-05-04,1.0036
FND43092.NZ,2023-05-05,1.0003
FND43092.NZ,2023-05-08,0.9975
FND43092.NZ,2023-05-09,0.9965
FND43092.NZ,2023-05-10,1.0005
FND43092.NZ,2023-05-11,1.0038
FND43092.NZ,2023-05-12,1.0006
FND43092.NZ,2023-05-15,0.9986
FND43092.NZ,2023-05-16,0.9968
FND43092.NZ,2023-05-17,0.9959
FND43092.NZ,2023-05-18,0.9908
FND43092.NZ,2023-05-19,0.99
FND43092.NZ,2023-05-22,0.9896
FND43092.NZ,2023-05-23,0.989
FND43092.NZ,2023-05-24,0.988
FND43092.NZ,2023-05-25,0.9839
FND43092.NZ,2023-05-26,0.9831
FND43092.NZ,2023-05-29,0.9859
FND43092.NZ,2023-05-30,0.9914
FND43092.NZ,2023-05-31,0.9947
FND43092.NZ,2023-06-01,0.9966
FND43092.NZ,2023-06-02,0.9934
FND43092.NZ,2023-06-06,0.9925
FND43092.NZ,2023-06-07,0.989
FND43092.NZ,2023-06-08,0.9913
FND43092.NZ,2023-06-09,0.9916
FND43092.NZ,2023-06-12,0.9925
FND43092.NZ,2023-06-13,0.9893
FND43092.NZ,2023-06-14,0.9893
FND43092.NZ,2023-06-15,0.9914
FND43092.NZ,2023-06-16,0.9921
FND43092.NZ,2023-06-19,0.9895
FND43092.NZ,2023-06-20,0.9945
FND43092.NZ,2023-06-21,0.9944
FND43092.NZ,2023-06-22,0.991
FND43092.NZ,2023-06-23,0.9952
FND43092.NZ,2023-06-26,0.9972
FND43092.NZ,2023-06-27,0.9951
FND43092.NZ,2023-06-28,0.9971
FND43092.NZ,2023-06-29,0.9917
FND43092.NZ,2023-06-30,0.9929
FND43092.NZ,2023-07-03,0.9913
FND43092.NZ,2023-07-04,0.9911
FND43092.NZ,2023-07-05,0.9889
FND43092.NZ,2023-07-06,0.9823
FND43092.NZ,2023-07-07,0.9815
FND43092.NZ,2023-07-10,0.9826
FND43092.NZ,2023-07-11,0.9836
FND43092.NZ,2023-07-12,0.9895
FND43092.NZ,2023-07-13,0.9943
