symbol,date,price
FND8205.NZ,2025-08-21,1.2933
FND8205.NZ,2025-08-22,1.3056
FND8205.NZ,2025-08-23,1.3056
FND8205.NZ,2025-08-24,1.3056
FND8205.NZ,2025-08-25,1.2925
FND8205.NZ,2025-08-26,1.2962
FND8205.NZ,2025-08-27,1.2842
FND8205.NZ,2025-08-28,1.2747
FND8205.NZ,2025-08-29,1.2765
FND8205.NZ,2025-08-30,1.2765
FND8205.NZ,2025-09-01,1.2792
FND8205.NZ,2025-09-02,1.2931
FND8205.NZ,2025-09-03,1.2991
FND8205.NZ,2025-09-04,1.2932
FND8205.NZ,2025-09-05,1.2992
FND8205.NZ,2025-09-06,1.2992
FND8205.NZ,2025-09-07,1.2992
FND8205.NZ,2025-09-08,1.3081
FND8205.NZ,2025-09-09,1.3136
FND8205.NZ,2025-09-10,1.3112
FND8205.NZ,2025-09-11,1.3135
FND8205.NZ,2025-09-12,1.309
FND8205.NZ,2025-09-13,1.309
FND8205.NZ,2025-09-14,1.309
FND8205.NZ,2025-09-15,1.3089
FND8205.NZ,2025-09-16,1.3068
FND8205.NZ,2025-09-17,1.3094
FND8205.NZ,2025-09-18,1.3089
FND8205.NZ,2025-09-19,1.2981
FND8205.NZ,2025-09-20,1.2981
FND8205.NZ,2025-09-22,1.3092
FND8205.NZ,2025-09-23,1.2926
FND8205.NZ,2025-09-24,1.2921
FND8205.NZ,2025-09-25,1.2966
FND8205.NZ,2025-09-26,1.2939
FND8205.NZ,2025-09-29,1.2899
FND8205.NZ,2025-09-30,1.2919
FND8205.NZ,2025-10-01,1.3073
FND8205.NZ,2025-10-02,1.321
FND8205.NZ,2025-10-03,1.3227
FND8205.NZ,2025-10-06,1.3284
FND8205.NZ,2025-10-07,1.326
FND8205.NZ,2025-10-08,1.3302
FND8205.NZ,2025-10-09,1.3335
FND8205.NZ,2025-10-10,1.3337
FND8205.NZ,2025-10-13,1.3236
FND8205.NZ,2025-10-14,1.3123
FND8205.NZ,2025-10-15,1.3049
FND8205.NZ,2025-10-16,1.3077
FND8205.NZ,2025-10-17,1.3159
