symbol,date,price
FND46943.NZ,2024-03-07,1.0
FND46943.NZ,2024-03-08,1.0007
FND46943.NZ,2024-03-11,1.0021
FND46943.NZ,2024-03-12,1.004
FND46943.NZ,2024-03-13,1.0053
FND46943.NZ,2024-03-14,1.0035
FND46943.NZ,2024-03-15,1.0029
FND46943.NZ,2024-03-18,1.0032
FND46943.NZ,2024-03-19,1.0035
FND46943.NZ,2024-03-20,1.0034
FND46943.NZ,2024-03-21,1.0037
FND46943.NZ,2024-03-22,1.0057
FND46943.NZ,2024-03-25,1.007
FND46943.NZ,2024-03-26,1.0078
FND46943.NZ,2024-03-27,1.0055
FND46943.NZ,2024-03-28,1.0059
FND46943.NZ,2024-03-29,1.0059
FND46943.NZ,2024-04-01,1.0062
FND46943.NZ,2024-04-02,1.0077
FND46943.NZ,2024-04-03,1.0074
FND46943.NZ,2024-04-04,1.0057
FND46943.NZ,2024-04-05,1.0062
FND46943.NZ,2024-04-08,1.0055
FND46943.NZ,2024-04-09,1.0042
FND46943.NZ,2024-04-10,1.0046
FND46943.NZ,2024-04-11,1.001
FND46943.NZ,2024-04-12,1.0004
FND46943.NZ,2024-04-15,1.0011
FND46943.NZ,2024-04-16,1.0003
FND46943.NZ,2024-04-17,0.9985
FND46943.NZ,2024-04-18,0.9999
FND46943.NZ,2024-04-19,1.0017
FND46943.NZ,2024-04-22,1.0006
FND46943.NZ,2024-04-23,1.0028
FND46943.NZ,2024-04-24,1.0022
FND46943.NZ,2024-04-25,1.0022
FND46943.NZ,2024-04-26,0.9997
FND46943.NZ,2024-04-29,1.0011
FND46943.NZ,2024-04-30,1.0036
FND46943.NZ,2024-05-01,1.004
FND46943.NZ,2024-05-02,1.0061
FND46943.NZ,2024-05-03,1.0075
FND46943.NZ,2024-05-06,1.0086
FND46943.NZ,2024-05-07,1.0089
FND46943.NZ,2024-05-08,1.0093
FND46943.NZ,2024-05-09,1.008
FND46943.NZ,2024-05-10,1.0092
FND46943.NZ,2024-05-13,1.0105
FND46943.NZ,2024-05-14,1.0112
FND46943.NZ,2024-05-15,1.0119
FND46943.NZ,2024-05-16,1.0142
FND46943.NZ,2024-05-17,1.0138
FND46943.NZ,2024-05-20,1.0142
FND46943.NZ,2024-05-21,1.0145
FND46943.NZ,2024-05-22,1.0126
FND46943.NZ,2024-05-23,1.011
FND46943.NZ,2024-05-24,1.0097
FND46943.NZ,2024-05-27,1.0097
FND46943.NZ,2024-05-28,1.0101
FND46943.NZ,2024-05-29,1.0088
FND46943.NZ,2024-05-30,1.0107
FND46943.NZ,2024-05-31,1.0125
FND46943.NZ,2024-06-03,1.0125
FND46943.NZ,2024-06-04,1.0139
FND46943.NZ,2024-06-05,1.015
FND46943.NZ,2024-06-06,1.0162
FND46943.NZ,2024-06-07,1.0162
FND46943.NZ,2024-06-10,1.0145
FND46943.NZ,2024-06-11,1.0153
FND46943.NZ,2024-06-12,1.0158
FND46943.NZ,2024-06-13,1.0176
FND46943.NZ,2024-06-14,1.0193
FND46943.NZ,2024-06-17,1.0197
FND46943.NZ,2024-06-18,1.0203
FND46943.NZ,2024-06-19,1.0217
FND46943.NZ,2024-06-20,1.0205
FND46943.NZ,2024-06-21,1.0202
FND46943.NZ,2024-06-24,1.0214
FND46943.NZ,2024-06-25,1.0222
FND46943.NZ,2024-06-26,1.021
FND46943.NZ,2024-06-27,1.0195
FND46943.NZ,2024-06-28,1.0196
FND46943.NZ,2024-07-01,1.0207
FND46943.NZ,2024-07-02,1.0206
FND46943.NZ,2024-07-03,1.0215
FND46943.NZ,2024-07-04,1.022
FND46943.NZ,2024-07-05,1.0225
FND46943.NZ,2024-07-08,1.024
FND46943.NZ,2024-07-09,1.0252
FND46943.NZ,2024-07-10,1.0297
FND46943.NZ,2024-07-11,1.0306
FND46943.NZ,2024-07-12,1.033
FND46943.NZ,2024-07-15,1.035
FND46943.NZ,2024-07-16,1.0221
FND46943.NZ,2024-07-17,1.0215
FND46943.NZ,2024-07-18,1.0228
FND46943.NZ,2024-07-19,1.0232
FND46943.NZ,2024-07-22,1.0232
FND46943.NZ,2024-07-23,1.024
FND46943.NZ,2024-07-24,1.0257
FND46943.NZ,2024-07-25,1.0266
FND46943.NZ,2024-07-26,1.0276
FND46943.NZ,2024-07-29,1.0279
FND46943.NZ,2024-07-30,1.0269
FND46943.NZ,2024-07-31,1.0271
FND46943.NZ,2024-08-01,1.0283
FND46943.NZ,2024-08-02,1.0295
FND46943.NZ,2024-08-05,1.0337
FND46943.NZ,2024-08-06,1.0321
FND46943.NZ,2024-08-07,1.0291
FND46943.NZ,2024-08-08,1.0311
FND46943.NZ,2024-08-09,1.0322
FND46943.NZ,2024-08-12,1.0323
FND46943.NZ,2024-08-13,1.0327
FND46943.NZ,2024-08-14,1.0354
FND46943.NZ,2024-08-15,1.0388
FND46943.NZ,2024-08-16,1.039
FND46943.NZ,2024-08-19,1.0381
FND46943.NZ,2024-08-20,1.0368
FND46943.NZ,2024-08-21,1.0375
FND46943.NZ,2024-08-22,1.0379
FND46943.NZ,2024-08-23,1.0377
FND46943.NZ,2024-08-26,1.039
FND46943.NZ,2024-08-27,1.0379
FND46943.NZ,2024-08-28,1.038
FND46943.NZ,2024-08-29,1.0367
FND46943.NZ,2024-08-30,1.0362
FND46943.NZ,2024-09-02,1.0361
FND46943.NZ,2024-09-03,1.0366
FND46943.NZ,2024-09-04,1.0389
FND46943.NZ,2024-09-05,1.0405
FND46943.NZ,2024-09-06,1.0411
FND46943.NZ,2024-09-09,1.041
FND46943.NZ,2024-09-10,1.0415
FND46943.NZ,2024-09-11,1.0431
FND46943.NZ,2024-09-12,1.043
FND46943.NZ,2024-09-13,1.0445
FND46943.NZ,2024-09-16,1.046
FND46943.NZ,2024-09-17,1.0455
FND46943.NZ,2024-09-18,1.0451
FND46943.NZ,2024-09-19,1.0446
FND46943.NZ,2024-09-20,1.0452
FND46943.NZ,2024-09-23,1.0451
FND46943.NZ,2024-09-24,1.0458
FND46943.NZ,2024-09-25,1.0469
FND46943.NZ,2024-09-26,1.0467
FND46943.NZ,2024-09-27,1.0467
FND46943.NZ,2024-09-30,1.0468
FND46943.NZ,2024-10-01,1.0471
FND46943.NZ,2024-10-02,1.0474
FND46943.NZ,2024-10-03,1.0475
FND46943.NZ,2024-10-04,1.0477
FND46943.NZ,2024-10-07,1.0463
FND46943.NZ,2024-10-08,1.0452
FND46943.NZ,2024-10-09,1.0461
FND46943.NZ,2024-10-10,1.0451
FND46943.NZ,2024-10-11,1.0441
FND46943.NZ,2024-10-14,1.0432
FND46943.NZ,2024-10-15,1.0296
FND46943.NZ,2024-10-16,1.0316
FND46943.NZ,2024-10-17,1.032
FND46943.NZ,2024-10-18,1.0313
FND46943.NZ,2024-10-21,1.031
FND46943.NZ,2024-10-22,1.0306
FND46943.NZ,2024-10-23,1.0303
FND46943.NZ,2024-10-24,1.0304
FND46943.NZ,2024-10-25,1.0319
FND46943.NZ,2024-10-28,1.0319
FND46943.NZ,2024-10-29,1.0318
FND46943.NZ,2024-10-30,1.0321
FND46943.NZ,2024-10-31,1.0318
FND46943.NZ,2024-11-01,1.0315
FND46943.NZ,2024-11-04,1.0319
FND46943.NZ,2024-11-05,1.032
FND46943.NZ,2024-11-06,1.029
FND46943.NZ,2024-11-07,1.0277
FND46943.NZ,2024-11-08,1.0289
FND46943.NZ,2024-11-11,1.0286
FND46943.NZ,2024-11-12,1.0279
