symbol,date,price
FND20410.NZ,2022-05-23,1.0517
FND20410.NZ,2022-05-27,1.0605
FND20410.NZ,2022-06-01,1.0749
FND20410.NZ,2022-06-03,1.079
FND20410.NZ,2022-06-07,1.0702
FND20410.NZ,2022-06-08,1.0757
FND20410.NZ,2022-06-13,1.0383
FND20410.NZ,2022-06-20,0.9979
FND20410.NZ,2022-06-30,1.037
FND20410.NZ,2022-07-01,1.0195
FND20410.NZ,2022-07-04,1.0287
FND20410.NZ,2022-07-07,1.0379
FND20410.NZ,2022-07-08,1.046
FND20410.NZ,2022-07-11,1.0432
FND20410.NZ,2022-07-12,1.0411
FND20410.NZ,2022-07-14,1.0363
FND20410.NZ,2022-07-15,1.0333
FND20410.NZ,2022-07-18,1.0412
FND20410.NZ,2022-12-01,1.0788
FND20410.NZ,2022-12-02,1.0746
FND20410.NZ,2022-12-05,1.0744
FND20410.NZ,2022-12-06,1.0668
FND20410.NZ,2022-12-07,1.0605
FND20410.NZ,2022-12-08,1.0575
FND20410.NZ,2022-12-09,1.0599
FND20410.NZ,2022-12-16,1.0528
FND20410.NZ,2022-12-19,1.0445
FND20410.NZ,2022-12-20,1.0374
FND20410.NZ,2022-12-21,1.0393
FND20410.NZ,2022-12-28,1.0435
FND20410.NZ,2022-12-30,1.0421
FND20410.NZ,2023-01-04,1.0471
FND20410.NZ,2023-01-05,1.0513
FND20410.NZ,2023-01-11,1.0595
FND20410.NZ,2023-01-12,1.0682
FND20410.NZ,2023-01-16,1.0774
FND20410.NZ,2023-01-17,1.0781
FND20410.NZ,2023-01-18,1.0772
FND20410.NZ,2023-01-19,1.0712
FND20410.NZ,2023-01-20,1.0715
FND20410.NZ,2023-01-23,1.0752
FND20410.NZ,2023-01-24,1.0792
FND20410.NZ,2023-01-25,1.0803
FND20410.NZ,2023-01-26,1.0831
FND20410.NZ,2023-01-27,1.0877
FND20410.NZ,2023-01-30,1.0886
FND20410.NZ,2023-02-01,1.0909
FND20410.NZ,2023-02-02,1.099
FND20410.NZ,2023-02-09,1.103
FND20410.NZ,2023-02-10,1.0987
FND20410.NZ,2023-02-14,1.1001
FND20410.NZ,2023-02-15,1.102
FND20410.NZ,2023-02-16,1.1083
FND20410.NZ,2023-02-17,1.1035
FND20410.NZ,2023-02-20,1.0965
FND20410.NZ,2023-02-21,1.0925
FND20410.NZ,2023-02-22,1.0841
FND20410.NZ,2023-02-23,1.0846
FND20410.NZ,2023-02-24,1.0864
FND20410.NZ,2023-02-27,1.0806
FND20410.NZ,2023-02-28,1.0858
FND20410.NZ,2023-03-01,1.0819
FND20410.NZ,2023-03-02,1.0775
FND20410.NZ,2023-03-03,1.082
FND20410.NZ,2023-03-05,1.1089
FND20410.NZ,2023-03-06,1.0927
FND20410.NZ,2023-03-07,1.0942
FND20410.NZ,2023-03-08,1.0869
FND20410.NZ,2023-03-10,1.0789
FND20410.NZ,2023-03-14,1.0602
FND20410.NZ,2023-03-15,1.0647
FND20410.NZ,2023-03-16,1.0614
FND20410.NZ,2023-03-17,1.072
FND20410.NZ,2023-03-20,1.0598
FND20410.NZ,2023-03-21,1.0635
FND20410.NZ,2023-03-22,1.0761
FND20410.NZ,2023-03-23,1.0689
FND20410.NZ,2023-03-24,1.0678
FND20410.NZ,2023-03-27,1.071
FND20410.NZ,2023-03-28,1.0775
FND20410.NZ,2023-03-29,1.0744
FND20410.NZ,2023-03-31,1.0936
FND20410.NZ,2023-04-03,1.1008
FND20410.NZ,2023-04-04,1.1034
FND20410.NZ,2023-04-05,1.1
FND20410.NZ,2023-04-11,1.1035
FND20410.NZ,2023-04-12,1.1065
FND20410.NZ,2023-04-13,1.105
FND20410.NZ,2023-04-18,1.1123
FND20410.NZ,2023-04-26,1.1081
FND20410.NZ,2023-04-28,1.1169
FND20410.NZ,2023-05-01,1.1182
FND20410.NZ,2023-05-02,1.1194
FND20410.NZ,2023-05-03,1.1089
FND20410.NZ,2023-05-04,1.1075
FND20410.NZ,2023-05-05,1.1
FND20410.NZ,2023-05-08,1.1089
FND20410.NZ,2023-05-09,1.1056
FND20410.NZ,2023-05-10,1.1076
FND20410.NZ,2023-05-11,1.106
FND20410.NZ,2023-05-12,1.1083
FND20410.NZ,2023-05-15,1.1126
FND20410.NZ,2023-05-18,1.1134
FND20410.NZ,2023-05-19,1.1221
FND20410.NZ,2023-05-23,1.1158
