symbol,date,price
FND40600.NZ,2024-03-06,3.0499
FND40600.NZ,2024-03-08,3.0511
FND40600.NZ,2024-03-12,3.0532
FND40600.NZ,2024-03-14,3.0543
FND40600.NZ,2024-03-15,3.0547
FND40600.NZ,2024-03-18,3.056
FND40600.NZ,2024-03-20,3.0573
FND40600.NZ,2024-03-22,3.0586
FND40600.NZ,2024-03-26,3.061
FND40600.NZ,2024-03-28,3.0624
FND40600.NZ,2024-03-29,3.0624
FND40600.NZ,2024-04-01,3.0635
FND40600.NZ,2024-04-03,3.0652
FND40600.NZ,2024-04-05,3.0663
FND40600.NZ,2024-04-09,3.0682
FND40600.NZ,2024-04-11,3.0691
FND40600.NZ,2024-04-12,3.0693
FND40600.NZ,2024-04-15,3.0286
FND40600.NZ,2024-04-17,3.0293
FND40600.NZ,2024-04-19,3.0306
FND40600.NZ,2024-04-23,3.0327
FND40600.NZ,2024-04-25,3.0334
FND40600.NZ,2024-04-26,3.034
FND40600.NZ,2024-04-29,3.0355
FND40600.NZ,2024-05-01,3.0369
FND40600.NZ,2024-05-03,3.0384
FND40600.NZ,2024-05-07,3.0403
FND40600.NZ,2024-05-09,3.0414
FND40600.NZ,2024-05-10,3.0421
FND40600.NZ,2024-05-13,3.0436
FND40600.NZ,2024-05-15,3.0447
FND40600.NZ,2024-05-17,3.0461
FND40600.NZ,2024-05-21,3.048
FND40600.NZ,2024-05-23,3.0484
FND40600.NZ,2024-05-24,3.0486
FND40600.NZ,2024-05-27,3.0503
FND40600.NZ,2024-05-29,3.0512
FND40600.NZ,2024-05-31,3.0526
FND40600.NZ,2024-06-04,3.0548
FND40600.NZ,2024-06-06,3.0561
FND40600.NZ,2024-06-07,3.0565
FND40600.NZ,2024-06-10,3.0577
FND40600.NZ,2024-06-12,3.0588
FND40600.NZ,2024-06-14,3.0602
FND40600.NZ,2024-06-18,3.0623
FND40600.NZ,2024-06-20,3.0636
FND40600.NZ,2024-06-21,3.0641
FND40600.NZ,2024-06-24,3.0656
FND40600.NZ,2024-06-26,3.0665
FND40600.NZ,2024-06-28,3.0674
FND40600.NZ,2024-07-02,3.0694
FND40600.NZ,2024-07-04,3.0709
FND40600.NZ,2024-07-05,3.0714
FND40600.NZ,2024-07-08,3.0728
FND40600.NZ,2024-07-10,3.0745
FND40600.NZ,2024-07-12,3.0756
FND40600.NZ,2024-07-16,3.0356
FND40600.NZ,2024-07-18,3.0369
FND40600.NZ,2024-07-19,3.0374
FND40600.NZ,2024-07-22,3.0389
FND40600.NZ,2024-07-24,3.04
FND40600.NZ,2024-07-26,3.0412
FND40600.NZ,2024-07-30,3.0431
FND40600.NZ,2024-08-01,3.0443
FND40600.NZ,2024-08-02,3.0447
FND40600.NZ,2024-08-05,3.0465
FND40600.NZ,2024-08-07,3.0471
FND40600.NZ,2024-08-09,3.0491
FND40600.NZ,2024-08-13,3.0508
FND40600.NZ,2024-08-15,3.0525
FND40600.NZ,2024-08-16,3.053
FND40600.NZ,2024-08-19,3.0543
FND40600.NZ,2024-08-21,3.0552
FND40600.NZ,2024-08-23,3.0562
FND40600.NZ,2024-08-27,3.0582
FND40600.NZ,2024-08-29,3.0591
FND40600.NZ,2024-08-30,3.0595
FND40600.NZ,2024-09-02,3.0609
FND40600.NZ,2024-09-04,3.062
FND40600.NZ,2024-09-06,3.0631
FND40600.NZ,2024-09-10,3.065
FND40600.NZ,2024-09-12,3.0658
FND40600.NZ,2024-09-13,3.0663
FND40600.NZ,2024-09-16,3.0679
